asset_id,canonical_site_id,canonical_slug,name_ar,slot,local_filename,sha256,mime_type,file_size_bytes,creator,copyright_holder,source_url,creation_or_capture_date,licence,permission_evidence_file,attribution_text_ar,allowed_use,territory,expiry_date,people_consent,private_property_consent,sensitive_location_review,derivative_edits,review_status,reviewer,review_date,rejection_or_hold_reason
,site-e1e3de7b8519,knys-lqdys-brfyryws-e1e3de,كنيسة القديس برفيريوس,document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
,site-015f495c4236,mdyn-gz-lqdym-015f49,مدينة غزة القديمة,hero,,,,,,,,,,,,,,,,,,,pending,,,
,site-015f495c4236,mdyn-gz-lqdym-015f49,مدينة غزة القديمة,gallery,,,,,,,,,,,,,,,,,,,pending,,,
,site-015f495c4236,mdyn-gz-lqdym-015f49,مدينة غزة القديمة,map,,,,,,,,,,,,,,,,,,,pending,,,
,site-015f495c4236,mdyn-gz-lqdym-015f49,مدينة غزة القديمة,document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
,site-a77381cd3cae,mqm-lshykh-rdwn-a77381,مقام الشيخ رضوان,hero,,,,,,,,,,,,,,,,,,,pending,,,
,site-a77381cd3cae,mqm-lshykh-rdwn-a77381,مقام الشيخ رضوان,gallery,,,,,,,,,,,,,,,,,,,pending,,,
,site-a77381cd3cae,mqm-lshykh-rdwn-a77381,مقام الشيخ رضوان,map,,,,,,,,,,,,,,,,,,,pending,,,
,site-a77381cd3cae,mqm-lshykh-rdwn-a77381,مقام الشيخ رضوان,document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
,site-99f520b3d607,myn-gz-lqdym-l-nt-99f520,ميناء غزة القديم (الأنطة),hero,,,,,,,,,,,,,,,,,,,pending,,,
,site-99f520b3d607,myn-gz-lqdym-l-nt-99f520,ميناء غزة القديم (الأنطة),gallery,,,,,,,,,,,,,,,,,,,pending,,,
,site-99f520b3d607,myn-gz-lqdym-l-nt-99f520,ميناء غزة القديم (الأنطة),map,,,,,,,,,,,,,,,,,,,pending,,,
,site-99f520b3d607,myn-gz-lqdym-l-nt-99f520,ميناء غزة القديم (الأنطة),document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
,site-0a78d22c1a69,khn-ywns-lqdym-0a78d2,خان يونس القديم,hero,,,,,,,,,,,,,,,,,,,pending,,,
,site-0a78d22c1a69,khn-ywns-lqdym-0a78d2,خان يونس القديم,gallery,,,,,,,,,,,,,,,,,,,pending,,,
,site-0a78d22c1a69,khn-ywns-lqdym-0a78d2,خان يونس القديم,map,,,,,,,,,,,,,,,,,,,pending,,,
,site-0a78d22c1a69,khn-ywns-lqdym-0a78d2,خان يونس القديم,document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
,site-ee0e5bf1f753,rfh-ltrykhy-ee0e5b,رفح التاريخية,hero,,,,,,,,,,,,,,,,,,,pending,,,
,site-ee0e5bf1f753,rfh-ltrykhy-ee0e5b,رفح التاريخية,gallery,,,,,,,,,,,,,,,,,,,pending,,,
,site-ee0e5bf1f753,rfh-ltrykhy-ee0e5b,رفح التاريخية,map,,,,,,,,,,,,,,,,,,,pending,,,
,site-ee0e5bf1f753,rfh-ltrykhy-ee0e5b,رفح التاريخية,document_thumbnail,,,,,,,,,,,,,,,,,,,pending,,,
